candidate_id,query_id,ndcg@5,mrr@5,hitrate@5
e5_meanchunks,24,0.7465171217918396,1.0,1.0
e5_meanchunks,25,0.4774560034275055,0.5,1.0
e5_meanchunks,26,0.7143449187278748,1.0,1.0
e5_meanchunks,27,0.5422968864440918,0.3333333432674408,1.0
e5_meanchunks,28,1.0,1.0,1.0
e5_meanchunks,29,0.8165832161903381,1.0,1.0
e5_meanchunks,30,0.4903174042701721,0.5,1.0
e5_meanchunks,31,0.7860137820243835,0.0,0.0
e5_meanchunks,32,0.4991494417190552,0.25,1.0
e5_meanchunks,33,1.0,1.0,1.0
e5_meanchunks,34,0.7537412047386169,1.0,1.0
e5_meanchunks,35,0.33901268243789673,0.5,1.0
e5_meanchunks,36,0.6447060704231262,1.0,1.0
e5_meanchunks,37,0.8165832161903381,1.0,1.0
e5_meanchunks,38,0.5840898156166077,0.5,1.0
e5_meanchunks,39,0.8017171621322632,1.0,1.0
e5_meanchunks,40,0.5870134234428406,1.0,1.0
e5_meanchunks,41,1.0,1.0,1.0
e5_meanchunks,42,0.39505723118782043,0.5,1.0
e5_meanchunks,43,0.8218733072280884,1.0,1.0
e5_meanchunks,44,0.6004640460014343,0.25,1.0
e5_meanchunks,45,1.0,1.0,1.0
e5_meanchunks,46,0.8156324625015259,1.0,1.0
e5_meanchunks,47,1.0,0.0,0.0
e5_meanchunks,48,0.6060183644294739,1.0,1.0
